1,31,3
1,28,3
1,20,4
1,34,1
1,32,4
1,40,5
1,1,1
1,26,2
1,16,2
1,4,4
1,13,3
1,38,5
1,3,1
1,7,4
1,25,3
1,6,1
1,14,5
1,5,3
1,22,4
1,39,2
2,2,1
2,22,3
2,32,4
2,24,5
2,6,4
2,23,1
2,21,5
2,25,2
2,35,3
2,11,1
2,12,2
2,19,2
2,34,2
2,14,3
2,26,2
2,40,5
2,38,3
2,18,3
2,29,5
2,16,4
3,16,2
3,2,5
3,9,3
3,6,5
3,18,1
3,22,2
3,10,1
3,29,4
3,15,2
3,34,3
3,32,4
3,37,4
3,17,3
3,35,5
3,5,1
3,31,2
3,36,2
3,24,2
3,27,3
3,38,5
4,10,1
4,21,4
4,33,1
4,17,2
4,30,4
4,37,4
4,12,4
4,11,4
4,35,2
4,13,3
4,27,2
4,7,1
4,36,1
4,18,3
4,32,4
4,40,2
4,39,3
4,5,4
4,15,3
4,22,2
5,19,2
5,4,4
5,27,4
5,31,1
5,11,5
5,24,1
5,3,1
5,36,2
5,22,4
5,18,3
5,10,2
5,39,4
5,35,5
5,16,2
5,17,5
5,23,3
5,26,2
5,37,1
5,7,5
5,30,1
6,14,1
6,19,4
6,31,4
6,36,2
6,9,1
6,34,1
6,12,1
6,15,3
6,28,2
6,17,5
6,26,1
6,22,5
6,23,1
6,25,1
6,11,1
6,16,1
6,13,1
6,39,5
6,10,1
6,20,2
7,34,2
7,4,3
7,33,2
7,7,4
7,15,4
7,6,5
7,38,2
7,27,5
